Time,i-c1.S,i-c1.E,i-c1.P,i-c1.Iu,i-c1.Ic,i-c1.Ru,i-c1.Rc,i-c1.D,i-c1.cases,i-c1.Phase
235.600000,59980258.684110,10239.087178,2310.684667,7506.578471,3611.812540,215647.074048,212502.342249,29751.736739,230833.982788,2.000000
235.700000,59979890.378583,10350.044913,2335.726661,7587.948596,3650.968779,215718.013814,212536.475150,29758.443505,230909.450624,2.000000
235.800000,59979518.082865,10462.204055,2361.039841,7670.200207,3690.549416,215789.722553,212570.978091,29765.222974,230985.736517,2.000000
235.900000,59979141.753773,10575.577591,2386.627137,7753.342843,3730.559045,215862.208596,212605.855083,29772.075933,231062.849329,2.000000
236.000000,59978761.347659,10690.178648,2412.491515,7837.386145,3771.002312,215935.480363,212641.110179,29779.003180,231140.798017,2.000000
236.100000,59978376.820405,10806.020492,2438.635970,7922.339862,3811.883912,216009.546365,212676.747478,29786.005518,231219.591636,2.000000
236.200000,59977988.127413,10923.116535,2465.063529,8008.213843,3853.208590,216084.415207,212712.771121,29793.083762,231299.239340,2.000000
236.300000,59977595.223606,11041.480331,2491.777255,8095.018049,3894.981146,216160.095585,212749.185297,29800.238733,231379.750380,2.000000
236.400000,59977198.063421,11161.125582,2518.780239,8182.762542,3937.206426,216236.596289,212785.994237,29807.471264,231461.134108,2.000000
236.500000,59976796.600801,11282.066136,2546.075610,8271.457499,3979.889334,216313.926206,212823.202221,29814.782194,231543.399977,2.000000
236.600000,59976390.789192,11404.315991,2573.666528,8361.113203,4023.034824,216392.094318,212860.813572,29822.172372,231626.557543,2.000000
236.700000,59975980.581540,11527.889295,2601.556187,8451.740049,4066.647904,216471.109704,212898.832663,29829.642658,231710.616465,2.000000
236.800000,59975565.930281,11652.800349,2629.747817,8543.348543,4110.733637,216550.981542,212937.263912,29837.193919,231795.586505,2.000000
236.900000,59975146.787338,11779.063608,2658.244682,8635.949307,4155.297139,216631.719108,212976.111786,29844.827032,231881.477533,2.000000
237.000000,59974723.104114,11906.693682,2687.050081,8729.553074,4200.343584,216713.331780,213015.380800,29852.542884,231968.299524,2.000000
237.100000,59974294.831490,12035.705339,2716.167349,8824.170697,4245.878199,216795.829036,213055.075518,29860.342372,232056.062563,2.000000
237.200000,59973861.919815,12166.113504,2745.599856,8919.813143,4291.906270,216879.220458,213095.200553,29868.226401,232144.776841,2.000000
237.300000,59973424.318902,12297.933265,2775.351008,9016.491499,4338.433139,216963.515730,213135.760569,29876.195888,232234.452663,2.000000
237.400000,59972981.978025,12431.179872,2805.424250,9114.216969,4385.464205,217048.724643,213176.760279,29884.251757,232325.100442,2.000000
237.500000,59972534.845909,12565.868738,2835.823062,9213.000881,4433.004927,217134.857090,213218.204448,29892.394945,232416.730705,2.000000
237.600000,59972082.870724,12702.015442,2866.550963,9312.854684,4481.060821,217221.923076,213260.097893,29900.626398,232509.354094,2.000000
237.700000,59971626.000083,12839.635732,2897.611507,9413.789950,4529.637465,217309.932710,213302.445481,29908.947072,232602.981364,2.000000
237.800000,59971164.181035,12978.745523,2929.008290,9515.818375,4578.740496,217398.896213,213345.252135,29917.357933,232697.623389,2.000000
237.900000,59970697.360055,13119.360903,2960.744944,9618.951785,4628.375612,217488.823915,213388.522829,29925.859959,232793.291157,2.000000
238.000000,59970225.483042,13261.498132,2992.825141,9723.202128,4678.548571,217579.726259,213432.262591,29934.454136,232889.995779,2.000000
238.100000,59969748.495311,13405.173647,3025.252593,9828.581486,4729.265197,217671.613800,213476.476504,29943.141462,232987.748482,2.000000
238.200000,59969266.341588,13550.404059,3058.031052,9935.102067,4780.531373,217764.497208,213521.169706,29951.922948,233086.560618,2.000000
238.300000,59968778.966002,13697.206159,3091.164309,10042.776213,4832.353049,217858.387267,213566.347390,29960.799613,233186.443659,2.000000
238.400000,59968286.312081,13845.596918,3124.656196,10151.616400,4884.736236,217953.294878,213612.014805,29969.772487,233287.409203,2.000000
238.500000,59967788.322742,13995.593489,3158.510588,10261.635235,4937.687013,218049.231062,213658.177259,29978.842612,233389.468973,2.000000
238.600000,59967284.940287,14147.213212,3192.731401,10372.845465,4991.211522,218146.206956,213704.840114,29988.011043,233492.634818,2.000000
238.700000,59966776.106397,14300.473610,3227.322591,10485.259971,5045.315973,218244.233820,213752.008794,29997.278844,233596.918715,2.000000
238.800000,59966261.762124,14455.392396,3262.288160,10598.891775,5100.006643,218343.323034,213799.688778,30006.647091,233702.332773,2.000000
238.900000,59965741.847883,14611.987474,3297.632150,10713.754038,5155.289876,218443.486102,213847.885607,30016.116871,233808.889228,2.000000
239.000000,59965216.303449,14770.276938,3333.358648,10829.860063,5211.172086,218544.734651,213896.604880,30025.689285,233916.600451,2.000000
239.100000,59964685.067946,14930.279078,3369.471785,10947.223299,5267.659754,218647.080437,213945.852258,30035.365445,234025.478947,2.000000
239.200000,59964148.079841,15092.012381,3405.975736,11065.857335,5324.759432,218750.535340,213995.633462,30045.146473,234135.537354,2.000000
239.300000,59963605.276942,15255.495532,3442.874720,11185.775911,5382.477745,218855.111368,214045.954277,30055.033505,234246.788448,2.000000
239.400000,59963056.596382,15420.747416,3480.173005,11306.992912,5440.821386,218960.820662,214096.820548,30065.027690,234359.245143,2.000000
239.500000,59962501.974618,15587.787122,3517.874899,11429.522374,5499.797122,219067.675491,214148.238186,30075.130188,234472.920494,2.000000
239.600000,59961941.347425,15756.633943,3555.984761,11553.378484,5559.411793,219175.688259,214200.213163,30085.342172,234587.827694,2.000000
239.700000,59961374.649882,15927.307379,3594.506996,11678.575582,5619.672314,219284.871503,214252.751517,30095.664827,234703.980081,2.000000
239.800000,59960801.816371,16099.827140,3633.446055,11805.128162,5680.585672,219395.237896,214305.859353,30106.099352,234821.391136,2.000000
239.900000,59960222.780566,16274.213148,3672.806437,11933.050874,5742.158932,219506.800246,214359.542839,30116.646959,234940.074488,2.000000
240.000000,59959637.475428,16450.485538,3712.592690,12062.358527,5804.399233,219619.571502,214413.808212,30127.308872,235060.043909,2.000000
240.100000,59959045.833193,16628.664660,3752.809411,12193.066088,5867.313794,219733.564752,214468.661775,30138.086328,235181.313324,2.000000
240.200000,59958447.785370,16808.771086,3793.461246,12325.188685,5930.909908,219848.793225,214524.109901,30148.980579,235303.896806,2.000000
240.300000,59957843.262730,16990.825605,3834.552892,12458.741610,5995.194951,219965.270294,214580.159029,30159.992889,235427.808582,2.000000
240.400000,59957330.200520,17077.064127,3875.870215,12593.739079,6060.176375,220083.009475,214636.815672,30171.124538,235553.063030,3.000000
240.500000,59957231.654904,16752.716036,3909.420597,12729.861073,6125.860726,220202.023500,214694.086408,30182.376756,235679.673695,3.000000
240.600000,59957132.057120,16437.416361,3932.165458,12866.067263,6192.247291,220322.318312,214751.977848,30193.750347,235807.646899,3.000000
240.700000,59957031.413581,16130.935327,3945.346184,13001.348176,6259.324820,220443.889892,214810.496550,30205.245471,235936.978366,3.000000
240.800000,59956929.734670,15833.044908,3950.080520,13134.831069,6327.072818,220566.725379,214869.648920,30216.861717,236067.654417,3.000000
240.900000,59956827.034217,15543.519309,3947.374392,13265.765564,6395.462923,220690.804291,214929.441133,30228.598172,236199.653260,3.000000
241.000000,59956723.329028,15262.135371,3938.132611,13393.510688,6464.460139,220816.099610,214989.879068,30240.453486,236332.946152,3.000000
241.100000,59956618.638460,14988.672927,3923.168566,13517.523182,6534.023932,220942.578754,215050.968247,30252.425932,236467.498433,3.000000
241.200000,59956512.984041,14722.915102,3903.213003,13637.346951,6604.109204,221070.204452,215112.713789,30264.513458,236603.270452,3.000000
241.300000,59956406.389135,14464.648564,3878.921977,13752.603553,6674.667157,221198.935510,215175.120371,30276.713733,236740.218386,3.000000
241.400000,59956298.878638,14213.663737,3850.884046,13862.983623,6745.646061,221328.727507,215238.192199,30289.024190,236878.294978,3.000000
241.500000,59956190.478705,13969.754977,3819.626793,13968.239151,6816.991930,221459.533404,215301.932978,30301.442063,237017.450188,3.000000
241.600000,59956081.216514,13732.720705,3785.622723,14068.176522,6888.649124,221591.304089,215366.345901,30313.964421,237157.631768,3.000000
241.700000,59955971.120050,13502.363528,3749.294608,14162.650255,6960.560870,221723.988860,215431.433632,30326.588198,237298.785780,3.000000
